연번,Station 스테이션/성명,위치,Latitude,Longitude,광역시도코드,광역시도명,시군구코드,시군구명,법정동코드,법정동명,행정동코드,행정동명,거치대
67,도안 한라비발디,대전광역시 유성구 상대동 173,36.3452227,127.3350732,30,대전광역시,30200,유성구,3020011500,상대동,3020061000,원신흥동,15
68,도안 신안인스빌리베라,대전광역시 유성구 원신흥동 204-8,36.3419007,127.3446963,30,대전광역시,30200,유성구,3020011400,원신흥동,3020061000,원신흥동,13
69,도안 트리풀시티9단지(504동 맞은편),대전광역시 유성구 상대동 72-5,36.3426953,127.3374463,30,대전광역시,30200,유성구,3020011500,상대동,3020061000,원신흥동,13
70,도안 휴먼시아10단지,대전광역시 유성구 원신흥동 183-2,36.3381493,127.3375895,30,대전광역시,30200,유성구,3020011400,원신흥동,3020061000,원신흥동,14
71,대전지방국세청,대전광역시 대덕구 법동 186,36.3723592,127.4290286,30,대전광역시,30230,대덕구,3023010800,법동,3023061000,법2동,12
72,대덕경찰서(법동),대전광역시 대덕구 법동 212,36.3698016,127.429434,30,대전광역시,30230,대덕구,3023010800,법동,3023061000,법2동,12
73,대전중앙병원,대전광역시 대덕구 법동 285-3,36.3682859,127.4287207,30,대전광역시,30230,대덕구,3023010800,법동,3023060000,법1동,10
74,(공사중)중리시장,대전광역시 대덕구 중리동 370-24,36.3663894,127.4260145,30,대전광역시,30230,대덕구,3023010900,중리동,3023054600,중리동,12
75,보람아파트,대전광역시 대덕구 법동 202-4,36.3668479,127.4304953,30,대전광역시,30230,대덕구,3023010800,법동,3023061000,법2동,12
76,선비마을입구,대전광역시 대덕구 송촌동 446-3,36.3672791,127.4364729,30,대전광역시,30230,대덕구,3023010700,송촌동,3023054300,송촌동,12
77,선비마을3단지,대전광역시 대덕구 송촌동 461-2,36.3683645,127.4411321,30,대전광역시,30230,대덕구,3023010700,송촌동,3023054300,송촌동,12
78,중리동(하나로병원),대전광역시 대덕구 중리동 107-8,36.3631091,127.4315232,30,대전광역시,30230,대덕구,3023010900,중리동,3023054600,중리동,12
79,수도시설관리사업소,대전광역시 대덕구 중리동 118-12,36.362226,127.4347878,30,대전광역시,30230,대덕구,3023010900,중리동,3023054600,중리동,12
80,송촌소방서,대전광역시 대덕구 송촌동 539,36.3635283,127.4411154,30,대전광역시,30230,대덕구,3023010700,송촌동,3023054300,송촌동,12
81,동춘당공원,대전광역시 대덕구 송촌동 192-2,36.3647874,127.4411187,30,대전광역시,30230,대덕구,3023010700,송촌동,3023054300,송촌동,14
82,선비마을5단지,대전광역시 대덕구 송촌동 510,36.3670345,127.4462287,30,대전광역시,30230,대덕구,3023010700,송촌동,3023054300,송촌동,12
83,유평초등학교,대전광역시 중구 태평동 254-15,36.3301493,127.3985036,30,대전광역시,30140,중구,3014011400,태평동,3014068000,태평1동,12
84,강남한의원,대전광역시 중구 태평2동 2409-21,36.3240691,127.3922227,30,대전광역시,30140,중구,3014011400,태평동,3014069000,태평2동,12
85,태평1동주민센터,대전광역시 중구 태평동 331-41,36.3260569,127.3965759,30,대전광역시,30140,중구,3014011400,태평동,3014068000,태평1동,12
86,삼부프라자,대전광역시 중구 태평2동 2395-1,36.317944,127.389048,30,대전광역시,30140,중구,3014011400,태평동,3014069000,태평2동,12
87,쌍용예가아파트,대전광역시 중구 유천동 198-15,36.3225201,127.3984754,30,대전광역시,30140,중구,3014011500,유천동,3014071000,유천2동,14
88,태평초등학교,대전광역시 중구 유천동 319-1,36.3215987,127.3957238,30,대전광역시,30140,중구,3014011500,유천동,3014071000,유천2동,12
89,버드내초등학교,대전광역시 중구 태평동 422-33,36.3194213,127.3921757,30,대전광역시,30140,중구,3014011400,태평동,3014069000,태평2동,12
90,유등교,대전광역시 중구 유천동 338-13,36.3156902,127.3877858,30,대전광역시,30140,중구,3014011500,유천동,3014070000,유천1동,12
91,버드내네거리,대전광역시 중구 유천동 306-18,36.3168619,127.3925675,30,대전광역시,30140,중구,3014011500,유천동,3014070000,유천1동,10
92,서대전농협,대전광역시 중구 유천동 308-7,36.3179314,127.3946462,30,대전광역시,30140,중구,3014011500,유천동,3014070000,유천1동,12
93,서대전육교,대전광역시 중구 유천동 186-7,36.3190031,127.4009257,30,대전광역시,30140,중구,3014011500,유천동,3014071000,유천2동,12
94,미리내아파트,대전광역시 동구 판암동 451-10,36.3169097,127.4546173,30,대전광역시,30110,동구,3011010700,판암동,3011055100,판암1동,12
95,판암역 2번출구,대전광역시 동구 판암동 323-2,36.3168805,127.4591066,30,대전광역시,30110,동구,3011010700,판암동,3011055100,판암1동,12
96,판암역 4번출구,대전광역시 동구 판암동 303-25,36.3172058,127.4589084,30,대전광역시,30110,동구,3011010700,판암동,3011055100,판암1동,12
97,가오고등학교,대전광역시 동구 가오동 465,36.3104244,127.4556346,30,대전광역시,30110,동구,3011010500,가오동,3011053000,효동,11
98,은어송마을입구,대전광역시 동구 가오동 217-4,36.3055216,127.454465,30,대전광역시,30110,동구,3011010500,가오동,3011053000,효동,12
99,홈플러스 가오점(건너편),대전광역시 동구 가오동 644,36.3062568,127.4569853,30,대전광역시,30110,동구,3011010500,가오동,3011053000,효동,13
100,홈플러스 가오점,대전광역시 동구 가오동 552,36.3073739,127.4570789,30,대전광역시,30110,동구,3011010500,가오동,3011053000,효동,12
101,은어송마을4단지,대전광역시 동구 가오동 555,36.309753,127.4618139,30,대전광역시,30110,동구,3011010500,가오동,3011053000,효동,12
102,은어송마을2단지,대전광역시 동구 대성동 130-1,36.3037197,127.4577634,30,대전광역시,30110,동구,3011013900,대성동,3011074000,산내동,9
103,대전남부여성가족원,대전광역시 동구 가오동 559-1,36.3042074,127.459379,30,대전광역시,30110,동구,3011010500,가오동,3011053000,효동,15
104,국립중앙과학관,대전광역시 유성구 가정동 54-4,36.3751302,127.3780535,30,대전광역시,30200,유성구,3020012600,가정동,3020055000,신성동,10
105,카이스트 서쪽 쪽문,대전광역시 유성구 구성동 23,36.36935,127.3644226,30,대전광역시,30200,유성구,3020012400,구성동,3020054000,온천2동,15
106,카이스트 다솜관,대전광역시 유성구 구성동 23,36.36935,127.3644226,30,대전광역시,30200,유성구,3020012400,구성동,3020054000,온천2동,15
107,카이스트 세종관,대전광역시 유성구 구성동 23,36.36935,127.3644226,30,대전광역시,30200,유성구,3020012400,구성동,3020054000,온천2동,15
108,목원대학교 입구,대전광역시 유성구 용계동 664-4,36.3306288,127.3376588,30,대전광역시,30200,유성구,3020010400,용계동,3020052000,진잠동,15
109,서부농협본점,대전광역시 서구 탄방동 1455,36.3423741,127.3879101,30,대전광역시,30170,서구,3017010600,탄방동,3017055500,탄방동,15
110,용문네거리(용문역 3번출구),대전광역시 서구 용문동 594-10,36.3377237,127.3921483,30,대전광역시,30170,서구,3017010500,용문동,3017055000,용문동,9
111,순복음교회(수침교),대전광역시 서구 용문동 249-11,36.335634,127.3968452,30,대전광역시,30170,서구,3017010500,용문동,3017055000,용문동,13
112,나르메아파트 길건너,대전광역시 서구 가장동 45-8,36.3318453,127.3853682,30,대전광역시,30170,서구,3017010900,가장동,3017057000,가장동,15
113,가장교(성은사),대전광역시 서구 가장동 31-7,36.3286685,127.3882022,30,대전광역시,30170,서구,3017010900,가장동,3017057000,가장동,13
114,태평동성당,대전광역시 중구 태평동 346-1,36.3296408,127.3968624,30,대전광역시,30140,중구,3014011400,태평동,3014068000,태평1동,13
115,한전 대전세종충남지역본부(건너편),대전광역시 동구 용전동 45-1,36.3572347,127.4341732,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동,13
116,홈플러스(동대전점),대전광역시 동구 용전동 51-17,36.3551687,127.4365736,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동,13
117,동부네거리,대전광역시 동구 용전동 111-26,36.3508607,127.4402033,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동,13
118,복합터미널,대전광역시 동구 용전동 143-16,36.3488175,127.4348312,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동,13
119,용전동 천주교회,대전광역시 동구 용전동 144-1,36.3493926,127.4327682,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동,13
120,한국통신 용전지점,대전광역시 동구 용전동 167-20,36.3529473,127.4322433,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동,13
121,용전네거리(하나은행),대전광역시 동구 용전동 44-2,36.357798,127.4332175,30,대전광역시,30110,동구,3011011500,용전동,3011064000,용전동,12
122,한남대후문 입구,대전광역시 대덕구 중리동 231-5,36.3584991,127.4235988,30,대전광역시,30230,대덕구,3023010900,중리동,3023054600,중리동,13
123,구)대덕경찰서(문평동),대전광역시 대덕구 문평동 83-2,36.4468418,127.4062693,30,대전광역시,30230,대덕구,3023011300,문평동,3023058000,목상동,12
124,목상동주민센터,대전광역시 대덕구 목상동 185-1,36.4482531,127.4131915,30,대전광역시,30230,대덕구,3023011200,목상동,3023058000,목상동,12
125,엑슬루타워,대전광역시 대덕구 석봉동 336,36.4495602,127.4202631,30,대전광역시,30230,대덕구,3023011100,석봉동,3023056000,석봉동,10
126,신탄진동주민센터,대전광역시 대덕구 신탄진동 120-1,36.4516105,127.4292438,30,대전광역시,30230,대덕구,3023012600,신탄진동,3023055000,신탄진동,10
127,신탄진역,대전광역시 대덕구 신탄진동 147-6,36.4484381,127.4290495,30,대전광역시,30230,대덕구,3023012600,신탄진동,3023055000,신탄진동,13
128,과선교버스정류장,대전광역시 대덕구 평촌동 264-64,36.4318641,127.4259622,30,대전광역시,30230,대덕구,3023011700,평촌동,3023057000,덕암동,13
129,신탄진고네거리,대전광역시 대덕구 신탄진동 149-6,36.448501,127.4358247,30,대전광역시,30230,대덕구,3023012600,신탄진동,3023055000,신탄진동,12
130,용정초등학교,대전광역시 대덕구 신탄진동 52-1,36.4538859,127.4366113,30,대전광역시,30230,대덕구,3023012600,신탄진동,3023055000,신탄진동,13
131,에코공원,대전광역시 대덕구 신탄진동 산1-7,36.4487485,127.4444136,30,대전광역시,30230,대덕구,3023012600,신탄진동,3023055000,신탄진동,12
132,삼정삼거리,대전광역시 대덕구 삼정동 산27-4,36.4496354,127.4567641,30,대전광역시,30230,대덕구,3023012400,삼정동,3023055000,신탄진동,13
133,오룡역 7번출구,대전광역시 중구 용두동 113-12,36.3283177,127.4058488,30,대전광역시,30140,중구,3014011200,용두동,3014065500,용두동,13
134,중도일보,대전광역시 중구 오류동 175-3,36.3258393,127.4078523,30,대전광역시,30140,중구,3014011300,오류동,3014067000,오류동,8
135,서대전역네거리,대전광역시 중구 오류동 168-7,36.3209349,127.4060685,30,대전광역시,30140,중구,3014011300,오류동,3014067000,오류동,13
136,대전광역시 중구청역 1번출구(대전광역시 중구청의회),대전광역시 중구 대흥동 499-1,36.325279,127.4213264,30,대전광역시,30140,중구,3014010500,대흥동,3014057500,대흥동,13
137,센트럴파크(302동),대전광역시 중구 문화동 1-256,36.3186556,127.4115328,30,대전광역시,30140,중구,3014011600,문화동,3014072000,문화1동,12
138,센트럴파크(105동),대전광역시 중구 문화동 284-168,36.3162796,127.4067119,30,대전광역시,30140,중구,3014011600,문화동,3014072000,문화1동,13
139,서대전네거리역 3번출구,대전광역시 중구 오류동 152-5,36.3223302,127.4113927,30,대전광역시,30140,중구,3014011300,오류동,3014067000,오류동,13
140,대전시민대학 정문,대전광역시 중구 선화동 287-2,36.3268502,127.419917,30,대전광역시,30140,중구,3014010200,선화동,3014053500,은행선화동,16
141,대전세무서,대전광역시 중구 선화동 184-1,36.3306041,127.4192175,30,대전광역시,30140,중구,3014010200,선화동,3014053500,은행선화동,13
142,선화참좋은아파트(유안타증권),대전광역시 중구 선화동 83-1,36.3320232,127.4223035,30,대전광역시,30140,중구,3014010200,선화동,3014053500,은행선화동,13
143,중앙로역 3번출구,대전광역시 중구 대흥동 198-1,36.3277558,127.4260351,30,대전광역시,30140,중구,3014010500,대흥동,3014057500,대흥동,13
144,타슈 관제센터,대전광역시 유성구 원촌동 76-1,36.3791338,127.4062739,30,대전광역시,30200,유성구,3020014200,원촌동,3020057000,전민동,11
145,도안 호반베르디움(201동),대전광역시 유성구 봉명동 972,36.3490772,127.3476364,30,대전광역시,30200,유성구,3020011100,봉명동,3020053000,온천1동,13
146,도안 호반베르디움(101동),대전광역시 서구 가수원동 394,36.3118995,127.3469051,30,대전광역시,30170,서구,3017011400,가수원동,3017059000,가수원동,13
147,도안 계룡리슈빌(1704동),대전광역시 서구 도안동 1370,36.3241268,127.3481023,30,대전광역시,30170,서구,3017011500,도안동,3017059000,가수원동,13
148,도안 금성백조(701동),대전광역시 유성구 봉명동 1038-1,36.3531722,127.3454011,30,대전광역시,30200,유성구,3020011100,봉명동,3020053000,온천1동,13
149,도안 트리풀시티5단지(509동),대전광역시 유성구 상대동 495,36.3432783,127.3351479,30,대전광역시,30200,유성구,3020011500,상대동,3020061000,원신흥동,13
150,도안 우미린(1806동),대전광역시 서구 가수원동 1363,36.3035003,127.3494685,30,대전광역시,30170,서구,3017011400,가수원동,3017059000,가수원동,13
151,우송대 정문(건너편),대전광역시 동구 자양동 58-12,36.3369621,127.4478541,30,대전광역시,30110,동구,3011011100,자양동,3011059000,자양동,14
152,대전역(대한통운 맞은편),대전광역시 동구 정동 15-23,36.3323747,127.431888,30,대전광역시,30110,동구,3011011900,정동,3011051500,중앙동,12
153,대동역 4번출구,대전광역시 동구 대동 148-112,36.3297012,127.4423417,30,대전광역시,30110,동구,3011011000,대동,3011058500,대동,13
154,한남오거리,대전광역시 대덕구 오정동 731,36.3499551,127.4155733,30,대전광역시,30230,대덕구,3023010100,오정동,3023051000,오정동,13
155,오정동 운암빌딩,대전광역시 대덕구 오정동 61-13,36.3585524,127.4112393,30,대전광역시,30230,대덕구,3023010100,오정동,3023051000,오정동,12
156,중촌네거리(목동우체국 방면),대전광역시 중구 중촌동 398-14,36.3359708,127.4149203,30,대전광역시,30140,중구,3014010400,중촌동,3014056000,중촌동,13
157,중촌초등학교(건너편),대전광역시 중구 중촌동 462,36.3404707,127.4110468,30,대전광역시,30140,중구,3014010400,중촌동,3014056000,중촌동,12
