대여스테이션,반납스테이션,count,위도_대여,경도_대여,위도_반납,경도_반납
203,32,85,36.3688891,127.3368187,36.3584437,127.3542548
203,33,56,36.3688891,127.3368187,36.3581627,127.361835
203,57,105,36.3688891,127.3368187,36.3565711,127.3419092
203,58,111,36.3688891,127.3368187,36.3563987,127.3311397
203,59,76,36.3688891,127.3368187,36.3542559,127.3412636
203,178,61,36.3688891,127.3368187,36.3744426,127.3184309
203,199,76,36.3688891,127.3368187,36.3682342,127.3184583
206,142,58,36.3345661,127.4568,36.3320232,127.4223035
213,178,71,36.3872892,127.3205402,36.3744426,127.3184309
219,111,51,36.3130499,127.3995815,36.335634,127.3968452
221,173,54,36.3492864,127.3686344,36.3581729,127.3769349
222,33,60,36.3441055,127.3680178,36.3581627,127.361835
222,35,169,36.3441055,127.3680178,36.3575865,127.375422
225,151,84,36.3490493,127.4518898,36.3369621,127.4478541
227,33,65,36.3692377,127.334208,36.3581627,127.361835
227,59,86,36.3692377,127.334208,36.3542559,127.3412636
227,178,53,36.3692377,127.334208,36.3744426,127.3184309
228,179,222,36.3831766,127.3011674,36.3912077,127.3148624
228,200,64,36.3831766,127.3011674,36.3830082,127.3191051
229,161,90,36.3899905,127.3301777,36.3847977,127.3491015
229,178,125,36.3899905,127.3301777,36.3744426,127.3184309
229,179,114,36.3899905,127.3301777,36.3912077,127.3148624
231,56,82,36.3515223,127.2927529,36.3617967,127.3450565
231,58,64,36.3515223,127.2927529,36.3563987,127.3311397
231,59,90,36.3515223,127.2927529,36.3542559,127.3412636
233,164,56,36.4424162,127.4011129,36.4289564,127.3918538
233,165,94,36.4424162,127.4011129,36.4219097,127.3878129
233,257,72,36.4424162,127.4011129,36.4232554,127.4056817
237,110,191,36.3244404,127.3781692,36.3377237,127.3921483
237,139,93,36.3244404,127.3781692,36.3223302,127.4113927
237,140,52,36.3244404,127.3781692,36.3268502,127.419917
238,70,74,36.3306265,127.3767745,36.3381493,127.3375895
238,108,76,36.3306265,127.3767745,36.3306288,127.3376588
239,174,71,36.2963016,127.3426207,36.3046829,127.3529668
240,174,107,36.3086979,127.3730963,36.3046829,127.3529668
242,110,87,36.3221312,127.404684,36.3377237,127.3921483
243,151,129,36.3384503,127.4323329,36.3369621,127.4478541
244,117,80,36.3401727,127.4459934,36.3508607,127.4402033
244,118,80,36.3401727,127.4459934,36.3488175,127.4348312
244,121,74,36.3401727,127.4459934,36.357798,127.4332175
244,143,59,36.3401727,127.4459934,36.3277558,127.4260351
247,171,59,36.3343584,127.4124613,36.3236372,127.4285088
250,178,91,36.3764006,127.3036087,36.3744426,127.3184309
250,179,92,36.3764006,127.3036087,36.3912077,127.3148624
250,199,157,36.3764006,127.3036087,36.3682342,127.3184583
250,201,74,36.3764006,127.3036087,36.3831766,127.3011674
253,108,98,36.3156147,127.3477683,36.3306288,127.3376588
256,260,64,36.3892126,127.3473271,36.3577832,127.4075046
257,164,58,36.4232554,127.4056817,36.4289564,127.3918538
257,165,91,36.4232554,127.4056817,36.4219097,127.3878129
257,233,186,36.4232554,127.4056817,36.4424162,127.4011129
259,161,72,36.390533,127.3656637,36.3847977,127.3491015
259,256,161,36.390533,127.3656637,36.3892126,127.3473271
