대여수,대여시간_합,이동거리_합,이동거리_평균,이동거리_최솟값,이동거리_중앙값,이동거리_최댓값
485.0,668991.0,751200.0,1548.8659793814434,10.0,1250.0,5610.0
403.0,710996.0,721960.0,1791.4640198511165,10.0,1370.0,5630.0
426.0,983336.0,840480.0,1972.9577464788733,10.0,1625.0,5480.0
518.0,820688.0,894520.0,1726.872586872587,10.0,1275.0,5480.0
563.0,982501.0,986570.0,1752.3445825932504,20.0,1450.0,5480.0
618.0,1010705.0,1040730.0,1684.0291262135922,10.0,1400.0,5470.0
582.0,903393.0,965110.0,1658.2646048109966,10.0,1280.0,5530.0
437.0,910917.0,824370.0,1886.4302059496567,10.0,1560.0,5580.0
581.0,1147239.0,1083620.0,1865.0946643717728,10.0,1580.0,5530.0
639.0,1518939.0,1325510.0,2074.3505477308295,10.0,1780.0,5600.0
760.0,1416213.0,1358320.0,1787.2631578947369,10.0,1430.0,5590.0
380.0,657765.0,701580.0,1846.2631578947369,10.0,1535.0,5620.0
198.0,313684.0,350410.0,1769.7474747474748,20.0,1300.0,5480.0
273.0,348595.0,418030.0,1531.2454212454213,10.0,1230.0,5450.0
