출구본부명,출구지사명,출구영업소코드,출구영업소명,처리일자,처리일시분초,TCS차종구분코드,TCS차종구분명,근무일자,근무번호,확인순번,TCS본부명,지사명,영업소코드,영업소명,발급일시,발급시분초
대전충남본부,대전,113,신탄진,20210606,192616,1,1종,20210606,3202,359,대전충남본부,대전,115,대전,20210606,191700
대전충남본부,대전,113,신탄진,20210606,193202,6,6종,20210606,3202,363,대전충남본부,대전,112,남청주,20210606,192200
대전충남본부,대전,113,신탄진,20210606,201530,6,6종,20210606,3202,404,대전충남본부,대전,115,대전,20210606,200700
대전충남본부,대전,113,신탄진,20210606,202012,3,3종,20210606,3202,408,대전충남본부,대전,112,남청주,20210606,201000
대전충남본부,대전,113,신탄진,20210606,202820,1,1종,20210606,3202,415,대전충남본부,대전,115,대전,20210606,201800
대전충남본부,대전,113,신탄진,20210606,203747,1,1종,20210606,3202,422,대전충남본부,대전,115,대전,20210606,202900
대전충남본부,대전,113,신탄진,20210606,211418,1,1종,20210606,3202,452,대전충남본부,대전,112,남청주,20210606,210553
제2서해안고속도로,평택시흥,685,서시흥,20210606,213058,1,1종,20210606,602,303,대전충남본부,대전,151,북대전,20210606,191800
상주영천센터,상주영천,686,동영천,20210606,111725,1,1종,20210606,102,84,대전충남본부,대전,152,유성,20210606,92100
대전충남본부,대전,113,신탄진,20210606,225421,1,1종,20210606,3203,41,대전충남본부,대전,115,대전,20210606,224500
대전충남본부,대전,113,신탄진,20210606,1557,6,6종,20210606,3501,14,대전충남본부,대전,152,유성,20210606,200
대전충남본부,대전,113,신탄진,20210606,1744,1,1종,20210606,3501,16,대전충남본부,대전,115,대전,20210606,900
대전충남본부,대전,113,신탄진,20210606,11738,1,1종,20210606,3501,35,대전충남본부,대전,152,유성,20210606,10400
대전충남본부,대전,113,신탄진,20210606,13917,1,1종,20210606,3501,43,대전충남본부,대전,115,대전,20210606,13100
대전충남본부,대전,113,신탄진,20210606,14416,1,1종,20210606,3501,45,대전충남본부,대전,115,대전,20210606,13600
대전충남본부,대전,113,신탄진,20210606,15633,1,1종,20210606,3501,49,대전충남본부,대전,112,남청주,20210606,14700
대전충남본부,대전,113,신탄진,20210606,21925,1,1종,20210606,3501,56,대전충남본부,대전,115,대전,20210606,21200
대전충남본부,대전,113,신탄진,20210606,22409,1,1종,20210606,3501,57,대전충남본부,대전,112,남청주,20210606,21800
대전충남본부,대전,113,신탄진,20210606,22614,6,6종,20210606,3501,61,대전충남본부,대전,113,신탄진,20210606,13700
대전충남본부,대전,113,신탄진,20210606,33646,1,1종,20210606,3501,75,대전충남본부,대전,112,남청주,20210606,32900
대전충남본부,대전,113,신탄진,20210606,34130,1,1종,20210606,3501,77,대전충남본부,대전,112,남청주,20210606,33300
대전충남본부,대전,113,신탄진,20210606,34715,1,1종,20210606,3501,78,대전충남본부,대전,112,남청주,20210606,33900
대전충남본부,대전,113,신탄진,20210606,35810,1,1종,20210606,3501,81,대전충남본부,대전,112,남청주,20210606,35100
대전충남본부,대전,113,신탄진,20210606,41917,1,1종,20210606,3501,84,대전충남본부,대전,112,남청주,20210606,35915
대전충남본부,대전,113,신탄진,20210606,52533,1,1종,20210606,3501,95,대전충남본부,대전,115,대전,20210606,51800
대전충남본부,대전,113,신탄진,20210606,54755,1,1종,20210606,3501,111,대전충남본부,대전,112,남청주,20210606,53727
대전충남본부,대전,113,신탄진,20210606,62207,1,1종,20210606,3501,124,대전충남본부,대전,115,대전,20210606,61500
대전충남본부,대전,113,신탄진,20210606,63147,1,1종,20210606,3501,128,대전충남본부,대전,152,유성,20210606,62100
