일자,노선,시간,정류장,승차승객,하차승객,환승
2021년 06월 19일,711번(신탄진~대전역),21:00,중리근린공원,2,2,0
2021년 06월 19일,711번(신탄진~대전역),21:00,중리동주민센터,3,3,0
2021년 06월 19일,711번(신탄진~대전역),21:00,동대전고등학교,3,2,0
2021년 06월 19일,711번(신탄진~대전역),21:00,한숲아파트,1,1,0
2021년 06월 19일,711번(신탄진~대전역),21:00,한남로삼거리,5,5,0
2021년 06월 19일,711번(신탄진~대전역),21:00,대전신학대학교,5,1,0
2021년 06월 19일,711번(신탄진~대전역),21:00,한남오거리,1,2,0
2021년 06월 19일,711번(신탄진~대전역),21:00,대덕구청,1,1,0
2021년 06월 19일,711번(신탄진~대전역),21:00,한밭자이아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),21:00,삼성초등학교,0,7,0
2021년 06월 19일,711번(신탄진~대전역),21:00,대전역,1,7,0
2021년 06월 19일,711번(신탄진~대전역),21:00,으능정이거리,0,4,0
2021년 06월 19일,711번(신탄진~대전역),21:00,대흥동성당,2,1,0
2021년 06월 19일,711번(신탄진~대전역),21:00,대흥동우체국,1,1,0
2021년 06월 19일,711번(신탄진~대전역),21:00,대동역2번출구,0,4,0
2021년 06월 19일,711번(신탄진~대전역),21:00,대동역3번출구,3,0,2
2021년 06월 19일,711번(신탄진~대전역),21:00,베스티안우송병원,1,0,0
2021년 06월 19일,711번(신탄진~대전역),21:00,원동네거리,1,0,0
2021년 06월 19일,711번(신탄진~대전역),21:00,대흥동성당,4,0,0
2021년 06월 19일,711번(신탄진~대전역),21:00,으능정이거리,20,0,1
2021년 06월 19일,711번(신탄진~대전역),21:00,대전역,15,1,7
2021년 06월 19일,711번(신탄진~대전역),21:00,삼성네거리,0,2,0
2021년 06월 19일,711번(신탄진~대전역),21:00,한밭자이아파트,1,2,0
2021년 06월 19일,711번(신탄진~대전역),21:00,한남오거리,7,1,1
2021년 06월 19일,711번(신탄진~대전역),21:00,한남대학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),21:00,대전신학대학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),21:00,한남로삼거리,6,2,1
2021년 06월 19일,711번(신탄진~대전역),21:00,한숲아파트,3,1,1
2021년 06월 19일,711번(신탄진~대전역),21:00,동대전고등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),21:00,중리동주민센터,0,7,0
2021년 06월 19일,711번(신탄진~대전역),21:00,중리근린공원,3,4,0
2021년 06월 19일,711번(신탄진~대전역),21:00,중리시장,0,3,0
2021년 06월 19일,711번(신탄진~대전역),21:00,유원아파트,0,7,0
2021년 06월 19일,711번(신탄진~대전역),21:00,삼정하이츠타운,0,2,0
2021년 06월 19일,711번(신탄진~대전역),21:00,읍내동현대아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),21:00,정수장,1,0,1
2021년 06월 19일,711번(신탄진~대전역),21:00,와동현대아파트,1,0,1
2021년 06월 19일,711번(신탄진~대전역),21:00,남경마을,3,1,1
2021년 06월 19일,711번(신탄진~대전역),21:00,석봉초등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),21:00,신탄진고등학교,1,6,0
2021년 06월 19일,711번(신탄진~대전역),21:00,신탄진시장,0,1,0
2021년 06월 19일,711번(신탄진~대전역),21:00,금강엑슬루타워,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,금강엑슬루타워정문,8,3,2
2021년 06월 19일,711번(신탄진~대전역),22:00,금강엑슬루타워,4,0,3
2021년 06월 19일,711번(신탄진~대전역),22:00,신탄진동행정복지센터,2,0,0
2021년 06월 19일,711번(신탄진~대전역),22:00,새여울아파트,0,3,0
2021년 06월 19일,711번(신탄진~대전역),22:00,신탄진고등학교,5,0,0
2021년 06월 19일,711번(신탄진~대전역),22:00,석봉초등학교,7,0,0
2021년 06월 19일,711번(신탄진~대전역),22:00,남경마을,1,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,덕암동주민센터,0,2,0
2021년 06월 19일,711번(신탄진~대전역),22:00,신탄진한일병원,1,2,0
2021년 06월 19일,711번(신탄진~대전역),22:00,상서삼거리,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,신대주공아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),22:00,와동초등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,읍내동현대아파트,2,1,1
2021년 06월 19일,711번(신탄진~대전역),22:00,법동주공3단지,2,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,중리시장,1,3,0
2021년 06월 19일,711번(신탄진~대전역),22:00,중리근린공원,6,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,중리동주민센터,2,3,0
2021년 06월 19일,711번(신탄진~대전역),22:00,한남병원,3,0,3
2021년 06월 19일,711번(신탄진~대전역),22:00,동대전고등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,한숲아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),22:00,한남로삼거리,7,5,0
2021년 06월 19일,711번(신탄진~대전역),22:00,한남대학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),22:00,한남오거리,0,3,0
2021년 06월 19일,711번(신탄진~대전역),22:00,한밭자이아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),22:00,삼성초등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,대전역,0,3,0
2021년 06월 19일,711번(신탄진~대전역),22:00,으능정이거리,1,0,0
2021년 06월 19일,711번(신탄진~대전역),22:00,대흥동성당,1,4,1
2021년 06월 19일,711번(신탄진~대전역),22:00,대흥동우체국,0,2,0
2021년 06월 19일,711번(신탄진~대전역),22:00,대동역2번출구,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,신안동,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,대동역3번출구,1,0,1
2021년 06월 19일,711번(신탄진~대전역),22:00,대흥동우체국,1,0,0
2021년 06월 19일,711번(신탄진~대전역),22:00,대흥동성당,4,0,1
2021년 06월 19일,711번(신탄진~대전역),22:00,으능정이거리,17,0,4
2021년 06월 19일,711번(신탄진~대전역),22:00,대전역,11,0,2
2021년 06월 19일,711번(신탄진~대전역),22:00,삼성초등학교,2,1,2
2021년 06월 19일,711번(신탄진~대전역),22:00,삼성네거리,2,0,0
2021년 06월 19일,711번(신탄진~대전역),22:00,솔랑마을아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,대덕구청,2,0,1
2021년 06월 19일,711번(신탄진~대전역),22:00,한남대학교,2,0,0
2021년 06월 19일,711번(신탄진~대전역),22:00,대전신학대학교,1,5,0
2021년 06월 19일,711번(신탄진~대전역),22:00,한남로삼거리,6,8,0
2021년 06월 19일,711번(신탄진~대전역),22:00,한숲아파트,1,2,0
2021년 06월 19일,711번(신탄진~대전역),22:00,동대전고등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,중리동주민센터,6,5,1
2021년 06월 19일,711번(신탄진~대전역),22:00,중리근린공원,3,7,0
2021년 06월 19일,711번(신탄진~대전역),22:00,중리시장,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,유원아파트,0,8,0
2021년 06월 19일,711번(신탄진~대전역),22:00,삼정하이츠타운,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,읍내동현대아파트,0,2,0
2021년 06월 19일,711번(신탄진~대전역),22:00,연축아파트,2,2,0
2021년 06월 19일,711번(신탄진~대전역),22:00,와동현대아파트,1,0,1
2021년 06월 19일,711번(신탄진~대전역),22:00,신탄진한일병원,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,덕암동주민센터,0,2,0
2021년 06월 19일,711번(신탄진~대전역),22:00,남경마을,0,1,0
2021년 06월 19일,711번(신탄진~대전역),22:00,석봉초등학교,0,2,0
2021년 06월 19일,711번(신탄진~대전역),22:00,신탄진고등학교,0,2,0
2021년 06월 19일,711번(신탄진~대전역),22:00,신탄진시장,0,2,0
2021년 06월 19일,711번(신탄진~대전역),23:00,금강엑슬루타워정문,2,6,0
2021년 06월 19일,711번(신탄진~대전역),23:00,중리근린공원,2,0,0
2021년 06월 19일,711번(신탄진~대전역),23:00,한남병원,1,1,1
2021년 06월 19일,711번(신탄진~대전역),23:00,동대전고등학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),23:00,한남로삼거리,1,1,0
2021년 06월 19일,711번(신탄진~대전역),23:00,한남대학교,2,0,0
2021년 06월 19일,711번(신탄진~대전역),23:00,대덕구청,1,2,0
2021년 06월 19일,711번(신탄진~대전역),23:00,한밭자이아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),23:00,대전역,0,1,0
2021년 06월 19일,711번(신탄진~대전역),23:00,으능정이거리,0,3,0
2021년 06월 19일,711번(신탄진~대전역),23:00,대흥동우체국,1,0,0
2021년 06월 19일,711번(신탄진~대전역),23:00,이스트시티아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),23:00,대동역2번출구,0,2,0
2021년 06월 19일,711번(신탄진~대전역),23:00,신탄진한일병원,0,2,0
2021년 06월 19일,711번(신탄진~대전역),23:00,덕암동주민센터,1,0,1
2021년 06월 19일,711번(신탄진~대전역),23:00,석봉초등학교,0,2,0
2021년 06월 19일,711번(신탄진~대전역),23:00,신탄진고등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),23:00,신탄진시장,0,1,0
